Iteration;f0;f1;f2;x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;__highlight_color;__filter;nds_rank
3726;0.43700603;0.57022536;0.74099994;0.50984764;0.58371526;0.4006492;0.44780967;0.49563074;0.4497715;0.49554184;0.5144224;0.4650185;0.5362182;0.5089971;0.3812127;;0;2
3727;0.2736789;0.17372355;0.9620216;0.7930929;0.36006904;0.54933155;0.45679858;0.4901216;0.473002;0.49362847;0.5137405;0.44819072;0.43869257;0.45481893;0.46356097;#fff947;0;0
3728;0.4296944;0.4198959;0.83075607;0.60140085;0.492658;0.4084105;0.44601956;0.5353429;0.5861917;0.5022408;0.50982046;0.5375054;0.45139825;0.5257712;0.47317988;;0;1
3729;0.4401481;0.63150454;0.68926024;0.46491137;0.61249053;0.40152544;0.45652005;0.49318108;0.44574898;0.4940821;0.5300753;0.42098883;0.5941055;0.45691487;0.47208425;;0;1
3730;0.57070494;0.82419276;0.27311045;0.16932546;0.6144409;0.4076456;0.39084;0.576368;0.5346333;0.45622057;0.50410676;0.55492;0.43962958;0.44596133;0.50637686;;0;2
3731;0.3631773;0.9335099;0.25468832;0.1585107;0.7637969;0.39934206;0.480179;0.49737367;0.4489099;0.46025002;0.53622603;0.4090853;0.58838266;0.5246397;0.47134018;;0;4
3732;0.28895092;0.65713274;0.7404145;0.50984764;0.7362689;0.39999968;0.45353448;0.49563074;0.47315732;0.49717167;0.51723915;0.47164184;0.5362182;0.4570414;0.3812127;;0;1
3733;0.56479686;0.85950756;0.07833985;0.048398703;0.6298934;0.4097386;0.457034;0.49099505;0.53143936;0.49548385;0.5144686;0.54841715;0.6121324;0.43563563;0.46690375;;0;3
3734;0.44834736;0.62758803;0.68773466;0.46358353;0.6050897;0.39613748;0.4556318;0.5337576;0.5714707;0.49297318;0.54434454;0.5375054;0.5974047;0.52721256;0.47317988;;0;3
3735;0.94531816;0.057685073;0.38871995;0.24794781;0.038799614;0.40876293;0.4772158;0.52082497;0.58615357;0.5080925;0.5309926;0.55664057;0.45448348;0.49994305;0.4727749;;0;5
3736;0.5758807;0.67987674;0.51383585;0.33302242;0.5526019;0.41440415;0.45544684;0.3772664;0.5122497;0.4606914;0.5180792;0.46797964;0.5251682;0.50379556;0.52171403;;0;1
3737;0.4771117;0.437077;0.79155886;0.5637356;0.47213852;0.41917622;0.4775591;0.5018299;0.44248876;0.4657858;0.509904;0.42108867;0.47025102;0.44862998;0.46834704;;0;2
3738;0.59857064;0.8108605;0.18202518;0.113750905;0.5951728;0.38851026;0.4696376;0.4982169;0.53209317;0.4959678;0.514755;0.43180212;0.45083234;0.5349184;0.46452066;;0;3
3739;0.93635416;0.47325346;0.0;0.0;0.29792234;0.58925724;0.45634976;0.5426914;0.56831557;0.47013256;0.53593385;0.42772403;0.4313393;0.6417886;0.5238473;;0;4
3740;0.57590646;0.8232928;0.2554346;0.1584917;0.61140656;0.40610582;0.39084;0.5770003;0.46426606;0.4923362;0.5363281;0.44450775;0.4396258;0.524667;0.50637686;;0;5
3741;0.24075903;0.22215147;0.97220385;0.7930929;0.47442365;0.38799924;0.44770107;0.4901216;0.52004695;0.46178263;0.5146495;0.55860305;0.43958014;0.5067746;0.46356097;;0;3
3742;0.42143863;0.28870112;0.9070599;0.67347217;0.38236213;0.39892998;0.4581353;0.49116498;0.449022;0.46929473;0.5193115;0.46991032;0.34892806;0.52501297;0.5265119;;0;4
3743;0.33977097;0.884374;0.43967044;0.27661315;0.7664837;0.3990432;0.4571929;0.5605989;0.5213292;0.45300573;0.5803765;0.44426903;0.38321865;0.45458204;0.47135037;;0;3
3744;0.0842264;1.0207877;0.0;0.0;0.9475905;0.40399036;0.47701183;0.48207462;0.5307341;0.44763047;0.53667057;0.42782736;0.45105517;0.5313668;0.5238473;;0;8
3745;0.24141367;0.002865534;0.99111205;0.8478847;0.0075562;0.5890826;0.45802602;0.50045156;0.5293818;0.45151252;0.51376975;0.44014362;0.4508757;0.5077245;0.46939313;;0;1
3746;0.7215761;0.595016;0.43184525;0.27538347;0.43899107;0.550463;0.45254314;0.42259216;0.46598247;0.4990336;0.5433384;0.40297446;0.42602748;0.50996566;0.46344116;;0;1
3747;0.87130445;0.49112648;0.23842953;0.14897987;0.32676184;0.40996203;0.49087477;0.51579416;0.4606038;0.4532539;0.5234262;0.60393083;0.44786325;0.5280624;0.46562505;;0;2
3748;0.9254477;0.08856519;0.41365227;0.26651457;0.060739428;0.5751113;0.44738865;0.53125715;0.45135558;0.49465364;0.5324878;0.5507944;0.46985286;0.4775585;0.4731819;;0;2
3749;0.9298248;0.43333143;0.010168311;0.0063100755;0.27763548;0.58794385;0.4576174;0.48242915;0.56831557;0.47013256;0.5358251;0.42782736;0.45149496;0.53285855;0.5238473;;0;3
3750;0.6685689;0.6882884;0.39322203;0.24759841;0.5092515;0.38983822;0.463288;0.62580335;0.52785724;0.49824104;0.51527005;0.46002316;0.5394152;0.4535554;0.46313038;;0;3
3751;0.0030317795;3.417272e-07;1.0397677;0.99814373;7.1756636e-05;0.36776137;0.45130935;0.4956459;0.53244865;0.4975056;0.54314;0.44225854;0.61145717;0.51679415;0.469401;;0;31
3752;0.35710445;0.3626852;0.8954309;0.67094564;0.5049358;0.4411883;0.45785287;0.5312679;0.4587089;0.47470754;0.51012415;0.43891352;0.47175524;0.4541638;0.37879544;;0;3
3753;0.00092604273;0.066749185;1.0103519;0.9579985;0.99116844;0.4281069;0.46338794;0.49584693;0.53208447;0.49818256;0.5083869;0.4602278;0.5288191;0.45706546;0.47412038;;0;17
3754;0.9398297;0.05735016;0.38646308;0.24794781;0.038799614;0.57099104;0.4772158;0.52082497;0.5714326;0.5082817;0.54372233;0.4518255;0.45921314;0.50137365;0.4727738;;0;3
3755;0.18189242;0.812944;0.59390366;0.3942919;0.8598673;0.41301668;0.45133767;0.5206902;0.46568453;0.46074402;0.5435074;0.5630367;0.44178677;0.50116515;0.4728247;;0;3
3756;0.31471142;0.07345933;0.9773147;0.79669297;0.14598471;0.4124414;0.46795124;0.52313304;0.44208115;0.49253368;0.5016908;0.4471001;0.38413203;0.5075855;0.4790839;;0;2
3757;0.50033927;0.72504896;0.57435757;0.3678221;0.6154595;0.38851026;0.44894272;0.55946165;0.53209376;0.45521054;0.5143072;0.43169883;0.4357714;0.6438484;0.51822674;;0;4
3758;0.766127;0.6365837;0.17040938;0.10786788;0.4413731;0.5422611;0.4813376;0.48243743;0.4570555;0.49999893;0.5368703;0.44218;0.477377;0.5051403;0.46789286;#fff947;0;0
3759;0.9302794;0.43354326;0.0013623735;0.0008450523;0.27763548;0.5882864;0.45750803;0.5309115;0.56831557;0.47013256;0.5313874;0.42782736;0.45149496;0.53285855;0.52454627;;0;4
3760;0.75675666;0.68983376;0.08669361;0.053769737;0.47056934;0.3852876;0.44681016;0.49790356;0.53541327;0.49906552;0.5447215;0.44814205;0.43361133;0.50555354;0.464277;;0;3
3761;0.20728055;0.20369928;0.9820485;0.81683254;0.49445263;0.41041842;0.44770107;0.49025372;0.4471388;0.49362847;0.5137405;0.4486183;0.43957636;0.44852376;0.46356097;;0;6
3762;0.5866661;0.8501464;0.18655138;0.113750905;0.6154595;0.38851026;0.4684793;0.55946165;0.53209317;0.4959678;0.5143072;0.43169883;0.43067664;0.6438484;0.46452066;;0;10
3763;0.5322399;0.66450757;0.61238265;0.39696404;0.57007647;0.5774526;0.4678161;0.4948345;0.4507606;0.4692856;0.49629182;0.65437263;0.60751945;0.45494056;0.470362;;0;4
3764;0.7252659;0.72539985;0.029470406;0.018284976;0.50005877;0.4142113;0.44690782;0.4947663;0.56578726;0.5011166;0.5365133;0.42098883;0.4510117;0.5301441;0.47208425;;0;2
3765;0.54068446;0.2519782;0.8288259;0.6028547;0.27763548;0.5759385;0.45750803;0.48144665;0.4482773;0.47255486;0.5079653;0.42782736;0.45149496;0.45962927;0.5238473;#fff947;0;0
3766;0.165853;0.57203853;0.82687455;0.6026094;0.8203485;0.5723442;0.46336696;0.4991469;0.5212123;0.46438488;0.5182094;0.4337689;0.44397503;0.45309642;0.47363058;;0;3
3767;0.97281885;0.034536444;0.30881214;0.19556826;0.022591412;0.42747644;0.44747233;0.511865;0.5715314;0.4686339;0.5208736;0.55242395;0.47448206;0.45661315;0.4644501;;0;1
3768;0.681881;0.03248649;0.77047586;0.538428;0.030307218;0.37613365;0.44852608;0.49757326;0.4614181;0.49433163;0.5117214;0.44199;0.42851806;0.52301383;0.472941;;0;1
3769;0.5988003;0.41675732;0.75127155;0.50933605;0.38708246;0.5975547;0.38980073;0.49284005;0.5844255;0.461517;0.53161025;0.6068502;0.46932846;0.44679892;0.47342524;;0;3
3770;0.4270639;0.89253;0.22713378;0.14365214;0.71588326;0.57120377;0.45346367;0.49771374;0.52936023;0.46460354;0.51376975;0.5591134;0.47356406;0.4677618;0.4800378;#fff947;0;0
3771;0.82262975;0.06866515;0.6112605;0.4057696;0.053015947;0.4034837;0.44747233;0.5092434;0.5715314;0.46872282;0.5208736;0.55242395;0.44678518;0.4531923;0.47342724;;0;1
3772;0.5920658;0.85797113;0.10129429;0.06166768;0.6154595;0.38851026;0.4684793;0.55946165;0.57165504;0.49414402;0.5143072;0.6370669;0.43067664;0.48761147;0.46452066;;0;4
3773;0.09862506;0.9070424;0.49487904;0.31639308;0.9310495;0.44936478;0.48011994;0.52050376;0.531749;0.4583909;0.4944995;0.4409867;0.45678878;0.6575616;0.45957667;;0;5
3774;0.96937853;0.02041112;0.3944519;0.24597299;0.013402611;0.3880116;0.47165;0.5405067;0.44381124;0.45521054;0.51436615;0.43169883;0.43826225;0.6276936;0.45974007;;0;4
3775;0.5762152;0.85565245;8.8869965e-05;5.484419e-05;0.62269783;0.38278714;0.46817237;0.5610217;0.5424843;0.49259654;0.516516;0.4126381;0.45209357;0.47366577;0.4811544;#fff947;0;0
3776;0.030238932;0.7251372;0.7397731;0.5060838;0.9734677;0.41558513;0.3933261;0.49768043;0.5853324;0.45795122;0.5116773;0.5455052;0.42903712;0.4718481;0.47270012;;0;2
3777;0.8652412;0.52543044;0.18535559;0.11529188;0.34743145;0.58646715;0.4444049;0.49323624;0.53834605;0.53494215;0.5268164;0.60554343;0.4685959;0.44829193;0.5170649;;0;6
3778;0.35728142;0.95441645;0.08102832;0.05051127;0.77196485;0.4037595;0.4628977;0.511949;0.5211671;0.46469244;0.5140065;0.43279028;0.44395873;0.47307944;0.46451417;;0;1
3779;0.23660412;0.4620946;0.87348574;0.65861493;0.6987378;0.4231415;0.46336696;0.50750273;0.53107876;0.46438488;0.5180727;0.44587946;0.44590417;0.499305;0.48017702;#fff947;0;0
3780;0.099082254;0.9112472;0.48967856;0.31235734;0.9310495;0.4462988;0.45523658;0.53356874;0.57131094;0.45656714;0.4944995;0.64635473;0.4362957;0.5013246;0.4731315;;0;5
3781;0.4546992;0.6364792;0.6761585;0.45378563;0.6050897;0.4121093;0.48051515;0.5206927;0.5861917;0.49278402;0.5317988;0.5375054;0.61498517;0.5257712;0.45962504;;0;1
3782;0.5086377;0.29202512;0.83176565;0.6090109;0.3317945;0.43504977;0.45774847;0.4924502;0.56792164;0.49465364;0.53193116;0.56589204;0.46936798;0.52421314;0.5128975;#fff947;0;0
3783;0.54746884;0.54757;0.6766534;0.45721728;0.50005877;0.39937627;0.44690782;0.4947663;0.44574898;0.50353885;0.50809705;0.41544884;0.4510117;0.45691487;0.46984956;;0;1
3784;0.0128099695;1.0627021;0.18922712;0.11217419;0.99232644;0.3482605;0.46640638;0.5582051;0.45177692;0.5011904;0.5126752;0.6572656;0.43064624;0.6370176;0.46610683;;0;12
3785;0.597355;0.86563593;0.03222639;0.019500569;0.6154595;0.59762174;0.49554786;0.42038807;0.53209317;0.43002987;0.5142005;0.43169883;0.43940324;0.6435894;0.46444696;;0;4
3786;0.7634865;0.5017699;0.4765138;0.3060587;0.37014732;0.53537565;0.4771433;0.52357787;0.57182884;0.45660737;0.52779514;0.42977268;0.6186569;0.5138777;0.4673804;;0;1
3787;0.108439386;0.98181635;0.29182443;0.18287624;0.9299706;0.45726115;0.48011994;0.49535522;0.5280925;0.45521793;0.49373403;0.64635473;0.45678878;0.5013246;0.45967358;;0;4
3788;0.03630177;1.0212698;0.04622356;0.028776161;0.9773804;0.39585707;0.4772158;0.5201701;0.5714326;0.46898443;0.50780594;0.44367933;0.4573962;0.5003486;0.50866824;;0;5
3789;0.9596021;0.061122097;0.39938754;0.2506224;0.04049495;0.5887467;0.44314593;0.566931;0.44900233;0.5096362;0.54709864;0.55707014;0.47724837;0.62721556;0.4728993;;0;11
3790;0.50537723;0.8998395;0.060166277;0.037071764;0.6742234;0.4090891;0.45708835;0.49099505;0.53143936;0.49440208;0.53437114;0.5549085;0.6142856;0.43490323;0.46690375;;0;5
3791;0.3620342;0.9305717;0.272058;0.16934446;0.7637969;0.39934206;0.480179;0.49674138;0.4489099;0.45598024;0.50309575;0.4090853;0.58838266;0.445934;0.47134018;;0;2
3792;0.5924742;0.34015834;0.7534062;0.53109634;0.3317945;0.43353346;0.45774847;0.49272963;0.56792164;0.49465364;0.53193116;0.560352;0.46937472;0.5205146;0.5106628;;0;3
3793;0.75238824;0.056861393;0.6954716;0.47408327;0.04802096;0.37613365;0.44852608;0.49245343;0.4614181;0.49433163;0.5316543;0.44199;0.46984613;0.52408516;0.472941;;0;2
3794;0.9432281;0.05755754;0.3878605;0.24794781;0.038799614;0.39690113;0.4772158;0.52082497;0.53006274;0.4598032;0.54017633;0.55664057;0.4573962;0.50138444;0.47275764;;0;4
3795;0.056551196;0.9465422;0.4202246;0.26557064;0.96201026;0.39580858;0.47026402;0.49405348;0.57019585;0.5079268;0.5156384;0.614909;0.4420995;0.4461618;0.47338933;;0;4
3796;0.050033726;0.6063872;0.84985554;0.60443896;0.9475905;0.41538873;0.45695522;0.48159122;0.5307352;0.44763047;0.5199616;0.42782736;0.3418565;0.53285855;0.5218006;;0;3
3797;0.31820107;0.98114306;0.1391599;0.08537498;0.80034727;0.5994741;0.48106357;0.49255717;0.4483168;0.49897224;0.5356121;0.65557915;0.45834938;0.5064244;0.52380997;;0;7
3798;0.060776684;1.0172676;0.14990571;0.09297922;0.96201026;0.39685264;0.4702723;0.49405348;0.52882594;0.50611764;0.5122763;0.614909;0.4748166;0.44594347;0.47335175;;0;4
3799;0.17533424;0.91310245;0.4339605;0.27799994;0.8792261;0.4049815;0.46490347;0.52365303;0.4570555;0.4544017;0.531876;0.42149866;0.44463918;0.50991607;0.4686106;;0;2
3800;0.23660891;0.46210393;0.8735034;0.65861493;0.6987378;0.42317766;0.45811114;0.50750273;0.53107876;0.4701506;0.5178177;0.44587946;0.44590417;0.499305;0.48017702;;0;1
3801;0.037783664;0.9779408;0.3428383;0.21450979;0.9754158;0.5887106;0.46360818;0.5616708;0.44900233;0.4645732;0.5079239;0.44410887;0.3761902;0.46122372;0.5105349;;0;5
3802;0.7064857;0.7137608;0.19929713;0.12471557;0.50326097;0.39879215;0.4578286;0.5315437;0.57028145;0.4691912;0.5262518;0.46790722;0.4769512;0.4558911;0.47239256;;0;1
3803;0.4319156;0.2894143;0.88757634;0.66266143;0.3758323;0.4411883;0.4565387;0.5312663;0.4587089;0.47477663;0.51012415;0.43891352;0.47173718;0.47447047;0.37879544;;0;4
3804;0.97678876;0.23976356;0.15223585;0.09563303;0.15323573;0.40743035;0.45642683;0.53349495;0.525679;0.46928692;0.53210866;0.46661997;0.47650963;0.47619778;0.47198632;#fff947;0;0
3805;0.84454525;0.5579396;0.13425754;0.08395061;0.37167007;0.39879215;0.45651445;0.51366246;0.5643927;0.46874714;0.5262518;0.4678644;0.476929;0.5292923;0.52261037;;0;1
3806;0.23332717;0.5418997;0.8367149;0.6090109;0.74116236;0.4019696;0.45774847;0.4924502;0.56792164;0.46466848;0.5127444;0.56589204;0.46936798;0.52421314;0.4783596;#fff947;0;0
3807;0.7050509;0.4018724;0.6116722;0.4111774;0.32980818;0.43396407;0.45346367;0.5076985;0.52936023;0.49467757;0.5329565;0.5591134;0.44586715;0.4677618;0.5145757;#fff947;0;0
3808;0.31434786;0.17040707;0.9530963;0.771509;0.31624436;0.54933155;0.44770107;0.4901216;0.4496162;0.4618617;0.5091683;0.42059338;0.46905428;0.5067746;0.46381918;;0;1
3809;0.14699233;0.7890385;0.6338955;0.42556995;0.8827463;0.41401926;0.47765598;0.4240757;0.4429898;0.49251083;0.5131082;0.46779403;0.43948454;0.5124796;0.47247365;;0;2
3810;0.013625751;1.0399714;0.05060115;0.030948497;0.9916594;0.5887467;0.44314593;0.56627613;0.5681781;0.4703389;0.5131469;0.44022757;0.47724837;0.6261797;0.50879264;;0;9
3811;0.6574492;0.37746248;0.6757984;0.4634995;0.3317945;0.43353346;0.45774847;0.4924502;0.44874576;0.49465364;0.5301504;0.56423336;0.46936798;0.52421314;0.5106628;;0;1
3812;0.3774342;0.38333264;0.8783281;0.65014786;0.5049358;0.4411883;0.45785287;0.5312679;0.4587089;0.47470754;0.51012415;0.43891352;0.47175524;0.4541638;0.37879544;;0;2
3813;0.012834499;1.064737;4.103956e-08;2.4536291e-08;0.99232644;0.557372;0.49347496;0.41913158;0.45177692;0.43525246;0.5125685;0.6572656;0.43937287;0.6367586;0.4660331;;0;11
3814;0.09894991;0.53115225;0.91129786;0.6593015;0.8827463;0.42027977;0.4780403;0.5011338;0.44809616;0.46074402;0.50853604;0.6451502;0.33733246;0.50087845;0.472679;;0;4
3815;0.23312275;0.7188121;0.671405;0.4624529;0.80034727;0.42560557;0.4805108;0.49274632;0.44321048;0.49897224;0.5189031;0.47822297;0.48207477;0.5064244;0.5215579;;0;1
3816;0.69055384;0.7239795;0.22002068;0.13780528;0.51504064;0.40924662;0.44714627;0.49803564;0.532859;0.4981724;0.5447215;0.4580248;0.43361133;0.4466151;0.464277;;0;2
3817;0.008494899;0.13961588;1.0154381;0.9128556;0.96131265;0.4281069;0.45727888;0.49584693;0.5294396;0.49907565;0.5100526;0.4500509;0.5288191;0.457752;0.3907455;;0;26
3818;0.9466141;0.016824152;0.39250058;0.2501941;0.011313438;0.5877492;0.45133767;0.52069324;0.56975895;0.46039605;0.5436912;0.45205384;0.4450465;0.5013706;0.47282356;;0;2
3819;0.061179623;0.7722526;0.6533344;0.44603598;0.9496706;0.5713925;0.4772158;0.52082187;0.46735814;0.5086297;0.54372233;0.45799327;0.45777032;0.50115734;0.4727738;;0;1
3820;0.49572924;0.8217206;0.34814167;0.2215479;0.65442413;0.39813083;0.46336696;0.49933827;0.53107876;0.46438488;0.5180727;0.44587946;0.4428889;0.49796703;0.48014998;;0;1
3821;0.55904764;0.17694147;0.82723767;0.60743755;0.19514278;0.42351985;0.4476181;0.5077628;0.54465866;0.49471474;0.5265854;0.46790722;0.47952083;0.47611162;0.47587395;#fff947;0;0
3822;0.61752623;0.40105268;0.75053954;0.5060838;0.36668587;0.35607946;0.48158;0.54278606;0.5844255;0.45527568;0.5161702;0.6068502;0.42799366;0.45706984;0.47342524;;0;4
3823;1.0460552;0.00042443298;9.011668e-05;5.484419e-05;0.00025830604;0.6237637;0.3799024;0.49696106;0.45420176;0.49883786;0.51208216;0.4126381;0.45153248;0.44986704;0.460429;;0;8
3824;0.86059046;0.4850873;0.23549768;0.14897987;0.32676184;0.5752821;0.49087477;0.51522845;0.4606038;0.46810812;0.5206486;0.5436542;0.44786325;0.5280624;0.46562505;#fff947;0;0
3825;1.0103835;0.03185574;0.22302991;0.13824165;0.020064935;0.40848342;0.44747233;0.49982437;0.5715314;0.45377964;0.52365124;0.6127006;0.47448206;0.4531923;0.47342724;;0;8
3826;0.901319;0.08461144;0.46464875;0.30188674;0.05958813;0.5751113;0.4472419;0.53125715;0.45135558;0.49465364;0.5324878;0.5507944;0.46985286;0.4775585;0.47321442;;0;2
3827;0.9279996;0.05831295;0.41391897;0.2666278;0.03995091;0.57099104;0.4773625;0.52082497;0.5714326;0.5082817;0.54372233;0.4518255;0.45921314;0.50137365;0.47274128;;0;2
3828;0.93015844;0.4334869;0.0;0.0;0.27763548;0.58925724;0.45750803;0.48144665;0.56831557;0.47013256;0.53638166;0.42782736;0.45149496;0.53285855;0.5238473;;0;3
3829;0.99656576;0.03142009;0.21997981;0.13824165;0.020064935;0.5738035;0.44747233;0.4992587;0.5715314;0.4686339;0.5208736;0.55242395;0.47448206;0.4531923;0.47342724;;0;4
3830;1.5953665e-05;1.7982182e-09;1.0166806;0.99999;7.1756636e-05;0.4182735;0.45130935;0.4956459;0.53244865;0.49554992;0.5423827;0.44153535;0.48040506;0.51391506;0.47267017;;0;23
3831;0.14953521;0.8026884;0.6473811;0.426778;0.8827463;0.3635071;0.47765598;0.4240757;0.4429898;0.4626997;0.5105423;0.46779403;0.6010731;0.5124796;0.46920446;;0;4
3832;0.62033933;0.21161221;0.798222;0.56233066;0.2092856;0.401039;0.45635578;0.5033256;0.4656297;0.4555482;0.5213348;0.534767;0.61552614;0.45594117;0.4680249;#fff947;0;0
3833;0.6112227;0.2085119;0.80602145;0.56996876;0.20929457;0.40105003;0.45636407;0.5033256;0.46561998;0.45555845;0.5213248;0.53475624;0.61551064;0.45594993;0.4680249;;0;2
3834;0.6022738;0.123892896;0.8170912;0.58930534;0.12915646;0.40098542;0.4562774;0.52259505;0.52976847;0.46295354;0.5212809;0.4510438;0.44578865;0.45610997;0.47985762;;0;10
3835;0.26640558;0.46214202;0.86825424;0.64927405;0.6670927;0.4008866;0.4628977;0.5076985;0.53103364;0.47108343;0.51539254;0.53638977;0.44615012;0.4667231;0.4800378;;0;2
3836;0.0017913291;0.0054707555;1.0350547;0.99645936;0.7985514;0.42848727;0.44337946;0.4951157;0.5719258;0.45527214;0.49449652;0.6285382;0.47128868;0.5232084;0.45953256;;0;32
3837;0.0059145973;0.4373986;0.92899966;0.7198404;0.991392;0.41617152;0.457615;0.5228308;0.5318015;0.49818256;0.5100556;0.4595061;0.53091764;0.45706442;0.3907455;;0;1
3838;0.108439386;0.98181635;0.29182443;0.18287624;0.9299706;0.45726115;0.48011994;0.49535522;0.5280925;0.45521793;0.49373403;0.64635473;0.45678878;0.5013246;0.45967358;;0;4
3839;0.07103492;0.2200606;1.0115207;0.85692245;0.801223;0.4165519;0.44337946;0.5220996;0.5743009;0.45527214;0.4944995;0.6285382;0.4733872;0.5232084;0.45953256;;0;22
3840;0.904308;0.15265588;0.45038828;0.29061797;0.10646382;0.40993223;0.4562774;0.5596565;0.53061104;0.47012958;0.50749576;0.44128838;0.47363085;0.5414979;0.480139;;0;1
3841;0.03275566;0.9754169;0.34189114;0.21450979;0.9786296;0.5887467;0.45835236;0.52480495;0.4492953;0.45528838;0.5203279;0.544402;0.3761902;0.46122372;0.5102536;;0;4
3842;0.0585651;1.0179894;0.15394704;0.09539444;0.96341544;0.39652413;0.46956906;0.4926964;0.52882594;0.50611764;0.5122405;0.44845703;0.4748166;0.6205098;0.47335175;;0;4
3843;0.015826423;1.0332718;0.04635203;0.02853595;0.99024975;0.58907527;0.44384918;0.5676333;0.44900233;0.4703389;0.5114019;0.61056083;0.47724837;0.45161337;0.50879264;;0;6
3844;0.11107431;0.7583718;0.69154114;0.46731508;0.9074163;0.40562406;0.39413103;0.5315576;0.5284421;0.4573271;0.49304348;0.46815974;0.44226205;0.45031795;0.45852947;;0;5
3845;0.8425161;0.40180007;0.48138395;0.30312267;0.2832967;0.44936478;0.48011994;0.52050376;0.57097596;0.49274042;0.5370104;0.64635473;0.6360233;0.5010202;0.5218804;;0;3
3846;0.6562644;0.10672649;0.77742076;0.5495712;0.10263322;0.38536072;0.44738108;0.5033256;0.53982097;0.50320977;0.51330996;0.4565455;0.445772;0.504085;0.47941306;;0;3
3847;0.23673885;0.4623577;0.873983;0.65861493;0.6987378;0.4231415;0.46336696;0.50750273;0.53107876;0.4567825;0.51754117;0.44587946;0.44592083;0.499305;0.48017702;;0;2
3848;0.038336016;0.28158495;0.99339443;0.82261825;0.9138578;0.4092324;0.45216912;0.49423507;0.53381234;0.45613578;0.5197897;0.42618644;0.61232144;0.46716046;0.50904703;;0;2
3849;0.48876515;0.8702613;0.2819445;0.17526299;0.6742234;0.36250767;0.45708835;0.55643785;0.53143936;0.4946054;0.5345657;0.5549085;0.44717222;0.43490323;0.4685059;;0;6
3850;0.37838367;0.40163416;0.8634498;0.63798624;0.5189705;0.4411883;0.46362582;0.41992325;0.46136695;0.47470754;0.5127469;0.43963522;0.43732905;0.4529032;0.46217033;;0;2
3851;0.050926078;1.0552434;4.0718014e-08;2.4536291e-08;0.9693005;0.557372;0.49347496;0.5304762;0.45177692;0.43525246;0.50828;0.6572656;0.47379905;0.63802034;0.4660331;;0;11
3852;0.35710445;0.3626852;0.8954309;0.67094564;0.5049358;0.4411883;0.45785287;0.5312679;0.4587089;0.47470754;0.51012415;0.43891352;0.47175524;0.4541638;0.37879544;;0;3
3853;0.63262266;0.6512819;0.5002089;0.32056895;0.5092515;0.38983822;0.463288;0.62580335;0.52785724;0.49824104;0.5140211;0.46074635;0.5392404;0.45643452;0.46313038;;0;1
3854;0.028675398;0.45713213;0.92441845;0.707139;0.96011776;0.39685264;0.46355394;0.5070812;0.53092366;0.50611764;0.51212114;0.614909;0.4748166;0.4370525;0.47335175;;0;1
3855;0.45924294;0.902231;0.08059549;0.050574303;0.7002615;0.4231415;0.47008535;0.49447495;0.52898103;0.46438488;0.5182279;0.44587946;0.44590417;0.508196;0.48017702;#fff947;0;0
3856;0.8741289;0.4892086;0.2387927;0.14897987;0.3248186;0.40996203;0.49087477;0.51579416;0.46280795;0.4532539;0.513667;0.60393083;0.44566473;0.551482;0.46562505;;0;2
3857;0.32352984;0.75125456;0.61650896;0.4111774;0.74111927;0.40088394;0.45346367;0.5076985;0.52715605;0.46469244;0.52352893;0.5591134;0.44806567;0.4443422;0.4800378;#fff947;0;0
3858;0.033234645;0.7168265;0.7401477;0.50984764;0.9705051;0.3999153;0.45766136;0.49563074;0.4702732;0.49535766;0.5139449;0.46511433;0.52833694;0.4570414;0.3812127;;0;2
3859;4.005156e-06;6.3765133e-06;1.0248739;0.9999953;0.6429626;0.4288408;0.4568608;0.49584693;0.53231055;0.49836674;0.5105302;0.45941028;0.5367003;0.45706442;0.3907455;;0;18
3860;0.19786449;0.18993051;0.97700316;0.82576895;0.48697707;0.4233897;0.44770107;0.49570602;0.47606492;0.5299876;0.5099985;0.44819072;0.5227546;0.5067746;0.46356097;;0;4
3861;0.0013042492;0.024632087;1.0331213;0.984803;0.9663229;0.3911766;0.457615;0.5196281;0.528687;0.4980919;0.5137946;0.4595061;0.44564083;0.45706442;0.3907455;;0;32
3862;0.30259937;0.96860343;0.09012441;0.05639191;0.8072309;0.42601708;0.46365738;0.51175326;0.5212123;0.46135578;0.5182094;0.43281758;0.44399577;0.47434938;0.4646534;;0;4
3863;0.98459446;0.23760392;0.10198562;0.06388649;0.15074788;0.39850917;0.44732767;0.49959835;0.54465866;0.49774387;0.5265854;0.46790722;0.47650555;0.5057793;0.4758469;#fff947;0;0
3864;1.04389066e-07;7.5243665e-06;1.024203;0.9999953;0.99116844;0.4281069;0.457615;0.49584693;0.5294264;0.49818256;0.5100526;0.4595061;0.5288191;0.45706442;0.3907455;;0;20
3865;0.8606019;0.14938635;0.52965546;0.34701982;0.10941647;0.38983822;0.463288;0.5217068;0.5309068;0.49567285;0.5140211;0.46074635;0.5392404;0.5414568;0.4601559;;0;1
3866;0.3446778;0.6604555;0.6988433;0.4796614;0.6937877;0.42316616;0.4630628;0.49335036;0.5708485;0.49465364;0.51702046;0.560352;0.44455668;0.522942;0.46037197;;0;3
3867;0.44639724;0.26092675;0.87195903;0.6592502;0.33674455;0.4335088;0.45804062;0.5066026;0.53107876;0.46438488;0.5329834;0.44587946;0.47052553;0.5005761;0.48017702;#fff947;0;0
